round,stadium,home_team,home_score,away_score,away_team,year
27,Allianz Parque,Palmeiras,1.0,0.0,Internacional,2021
27,Ligga Arena,Athletico-PR,0.0,1.0,Fluminense,2021
27,Arena do Grêmio,Grêmio,3.0,2.0,Juventude,2021
27,Castelão (CE),Ceará,2.0,2.0,RB Bragantino,2021
27,Antônio Accioly,Atlético-GO,2.0,1.0,Atlético-MG,2021
27,Maracanã,Flamengo,0.0,0.0,Cuiabá,2021
27,Arena de Pernambuco,Sport,0.0,0.0,Santos,2021
27,Morumbi,São Paulo,1.0,0.0,Corinthians,2021
28,Vila Belmiro,Santos,0.0,2.0,América-MG,2021
28,Alfredo Jaconi,Juventude,0.0,0.0,Ceará,2021
28,Maracanã,Fluminense,3.0,1.0,Flamengo,2021
28,Castelão (CE),Fortaleza,3.0,0.0,Athletico-PR,2021
28,Mineirão,Atlético-MG,2.0,1.0,Cuiabá,2021
28,Beira-Rio,Internacional,2.0,2.0,Corinthians,2021
28,Nabi Abi Chedid,RB Bragantino,1.0,0.0,São Paulo,2021
28,Itaipava Arena Fonte Nova,Bahia,3.0,0.0,Chapecoense,2021
28,Antônio Accioly,Atlético-GO,2.0,0.0,Grêmio,2021
28,Allianz Parque,Palmeiras,2.0,1.0,Sport,2021
29,Ligga Arena,Athletico-PR,0.0,1.0,Santos,2021
29,Maracanã,Flamengo,1.0,0.0,Atlético-MG,2021
29,Alfredo Jaconi,Juventude,0.0,0.0,Bahia,2021
29,Independência,América-MG,2.0,1.0,Fortaleza,2021
29,Arena do Grêmio,Grêmio,1.0,3.0,Palmeiras,2021
29,Castelão (CE),Ceará,1.0,0.0,Fluminense,2021
29,Morumbi,São Paulo,1.0,0.0,Internacional,2021
29,Arena de Pernambuco,Sport,2.0,0.0,Atlético-GO,2021
29,Arena Pantanal,Cuiabá,1.0,0.0,RB Bragantino,2021
29,Neo Química Arena,Corinthians,1.0,0.0,Chapecoense,2021
30,Neo Química Arena,Corinthians,1.0,0.0,Fortaleza,2021
30,Beira-Rio,Internacional,1.0,0.0,Grêmio,2021
30,Maracanã,Fluminense,1.0,0.0,Sport,2021
30,Vila Belmiro,Santos,0.0,2.0,Palmeiras,2021
30,Mineirão,Atlético-MG,1.0,0.0,América-MG,2021
30,Nabi Abi Chedid,RB Bragantino,0.0,2.0,Athletico-PR,2021
30,Itaipava Arena Fonte Nova,Bahia,1.0,0.0,São Paulo,2021
30,Castelão (CE),Ceará,1.0,0.0,Cuiabá,2021
30,Arena Condá,Chapecoense,2.0,2.0,Flamengo,2021
30,Antônio Accioly,Atlético-GO,1.0,1.0,Juventude,2021
31,Arena Pantanal,Cuiabá,0.0,0.0,Chapecoense,2021
31,Arena do Grêmio,Grêmio,1.0,0.0,Fluminense,2021
31,Ligga Arena,Athletico-PR,2.0,1.0,Ceará,2021
31,Vila Belmiro,Santos,2.0,0.0,RB Bragantino,2021
31,Mineirão,Atlético-MG,3.0,0.0,Corinthians,2021
31,Allianz Parque,Palmeiras,4.0,0.0,Atlético-GO,2021
31,Castelão (CE),Fortaleza,1.0,1.0,São Paulo,2021
31,Arena de Pernambuco,Sport,2.0,3.0,América-MG,2021
31,Alfredo Jaconi,Juventude,2.0,1.0,Internacional,2021
31,Maracanã,Flamengo,3.0,0.0,Bahia,2021
32,Antônio Accioly,Atlético-GO,0.0,0.0,Santos,2021
32,Independência,América-MG,3.0,1.0,Grêmio,2021
32,Beira-Rio,Internacional,2.0,1.0,Athletico-PR,2021
32,Nabi Abi Chedid,RB Bragantino,3.0,0.0,Fortaleza,2021
32,Neo Química Arena,Corinthians,3.0,2.0,Cuiabá,2021
32,Morumbi,São Paulo,0.0,4.0,Flamengo,2021
32,Maracanã,Fluminense,2.0,1.0,Palmeiras,2021
32,Castelão (CE),Ceará,2.0,1.0,Sport,2021
32,Arena Condá,Chapecoense,0.0,2.0,Juventude,2021
32,Itaipava Arena Fonte Nova,Bahia,2.0,3.0,Atlético-MG,2021
33,Ligga Arena,Athletico-PR,0.0,1.0,Atlético-MG,2021
33,Arena do Grêmio,Grêmio,3.0,0.0,RB Bragantino,2021
33,Vila Belmiro,Santos,2.0,0.0,Chapecoense,2021
33,Independência,América-MG,0.0,0.0,Atlético-GO,2021
33,Arena Pantanal,Cuiabá,1.0,0.0,Internacional,2021
33,Castelão (CE),Fortaleza,0.0,4.0,Ceará,2021
33,Allianz Parque,Palmeiras,0.0,2.0,São Paulo,2021
33,Alfredo Jaconi,Juventude,1.0,0.0,Fluminense,2021
33,Maracanã,Flamengo,1.0,0.0,Corinthians,2021
33,Arena de Pernambuco,Sport,1.0,0.0,Bahia,2021
34,Nabi Abi Chedid,RB Bragantino,3.0,0.0,Sport,2021
34,Mineirão,Atlético-MG,2.0,0.0,Juventude,2021
34,Castelão (CE),Fortaleza,1.0,0.0,Palmeiras,2021
34,Arena Condá,Chapecoense,1.0,3.0,Grêmio,2021
34,Antônio Accioly,Atlético-GO,1.0,1.0,Ceará,2021
34,Beira-Rio,Internacional,1.0,2.0,Flamengo,2021
34,Neo Química Arena,Corinthians,2.0,0.0,Santos,2021
34,Maracanã,Fluminense,2.0,0.0,América-MG,2021
34,Itaipava Arena Fonte Nova,Bahia,0.0,0.0,Cuiabá,2021
34,Morumbi,São Paulo,0.0,0.0,Athletico-PR,2021
35,Allianz Parque,Palmeiras,2.0,2.0,Atlético-MG,2021
35,Maracanã,Fluminense,1.0,0.0,Internacional,2021
35,Vila Belmiro,Santos,2.0,0.0,Fortaleza,2021
35,Castelão (CE),Ceará,2.0,1.0,Corinthians,2021
35,Antônio Accioly,Atlético-GO,2.0,1.0,Bahia,2021
35,Alfredo Jaconi,Juventude,1.0,0.0,RB Bragantino,2021
35,Independência,América-MG,3.0,0.0,Chapecoense,2021
35,Arena do Grêmio,Grêmio,3.0,0.0,São Paulo,2021
35,Ligga Arena,Athletico-PR,1.0,0.0,Cuiabá,2021
35,Arena de Pernambuco,Sport,1.0,1.0,Flamengo,2021
36,Itaipava Arena Fonte Nova,Bahia,3.0,1.0,Grêmio,2021
36,Nabi Abi Chedid,RB Bragantino,1.0,1.0,América-MG,2021
36,Morumbi,São Paulo,2.0,0.0,Sport,2021
36,Neo Química Arena,Corinthians,1.0,0.0,Athletico-PR,2021
36,Mineirão,Atlético-MG,2.0,1.0,Fluminense,2021
36,Beira-Rio,Internacional,1.0,1.0,Santos,2021
36,Maracanã,Flamengo,2.0,1.0,Ceará,2021
36,Arena Pantanal,Cuiabá,1.0,3.0,Palmeiras,2021
36,Arena Condá,Chapecoense,0.0,1.0,Atlético-GO,2021
36,Castelão (CE),Fortaleza,1.0,0.0,Juventude,2021
37,Neo Química Arena,Corinthians,1.0,1.0,Grêmio,2021
37,Mineirão,Atlético-MG,4.0,3.0,RB Bragantino,2021
37,Itaipava Arena Fonte Nova,Bahia,2.0,0.0,Fluminense,2021
37,Castelão (CE),Ceará,0.0,0.0,América-MG,2021
37,Morumbi,São Paulo,3.0,1.0,Juventude,2021
37,Ligga Arena,Athletico-PR,0.0,0.0,Palmeiras,2021
37,Maracanã,Flamengo,0.0,1.0,Santos,2021
37,Beira-Rio,Internacional,1.0,2.0,Atlético-GO,2021
37,Arena Pantanal,Cuiabá,1.0,0.0,Fortaleza,2021
37,Arena Condá,Chapecoense,0.0,1.0,Sport,2021
38,Maracanã,Fluminense,3.0,0.0,Chapecoense,2021
38,Arena Barueri,Palmeiras,1.0,0.0,Ceará,2021
38,Vila Belmiro,Santos,1.0,1.0,Cuiabá,2021
38,Independência,América-MG,2.0,0.0,São Paulo,2021
38,Arena do Grêmio,Grêmio,4.0,3.0,Atlético-MG,2021
38,Castelão (CE),Fortaleza,2.0,1.0,Bahia,2021
38,Arena de Pernambuco,Sport,1.0,1.0,Athletico-PR,2021
38,Nabi Abi Chedid,RB Bragantino,1.0,0.0,Internacional,2021
38,Alfredo Jaconi,Juventude,1.0,0.0,Corinthians,2021
38,Antônio Accioly,Atlético-GO,2.0,0.0,Flamengo,2021
1,Maracanã,Fluminense,0.0,0.0,Santos,2022
1,Alfredo Jaconi,Juventude,2.0,2.0,RB Bragantino,2022
1,Morumbi,São Paulo,4.0,0.0,Athletico-PR,2022
1,Ressacada,Avaí,1.0,0.0,América-MG,2022
1,Castelão (CE),Fortaleza,0.0,1.0,Cuiabá,2022
1,Antônio Accioly,Atlético-GO,1.0,1.0,Flamengo,2022
1,Mineirão,Atlético-MG,2.0,0.0,Internacional,2022
1,Couto Pereira,Coritiba,3.0,0.0,Goiás,2022
1,Allianz Parque,Palmeiras,2.0,3.0,Ceará,2022
1,Nilton Santos (Engenhão),Botafogo,1.0,3.0,Corinthians,2022
2,Castelão (CE),Ceará,1.0,3.0,Botafogo,2022
2,Beira-Rio,Internacional,2.0,1.0,Fortaleza,2022
2,Ligga Arena,Athletico-PR,0.0,1.0,Atlético-MG,2022
2,Maracanã,Flamengo,3.0,1.0,São Paulo,2022
2,Nabi Abi Chedid,RB Bragantino,4.0,0.0,Atlético-GO,2022
2,Arena Pantanal,Cuiabá,0.0,1.0,Fluminense,2022
2,Independência,América-MG,4.0,1.0,Juventude,2022
2,Neo Química Arena,Corinthians,3.0,0.0,Avaí,2022
2,Hailé Pinheiro (Serrinha),Goiás,1.0,1.0,Palmeiras,2022
2,Vila Belmiro,Santos,2.0,1.0,Coritiba,2022
3,Nabi Abi Chedid,RB Bragantino,1.0,1.0,São Paulo,2022
3,Castelão (CE),Fortaleza,0.0,1.0,Ceará,2022
3,Ressacada,Avaí,3.0,2.0,Goiás,2022
3,Antônio Accioly,Atlético-GO,1.0,1.0,Botafogo,2022
3,Alfredo Jaconi,Juventude,0.0,1.0,Cuiabá,2022
3,Vila Belmiro,Santos,3.0,0.0,América-MG,2022
3,Independência,Atlético-MG,2.0,2.0,Coritiba,2022
3,Maracanã,Fluminense,0.0,1.0,Internacional,2022
3,Ligga Arena,Athletico-PR,1.0,0.0,Flamengo,2022
3,Arena Barueri,Palmeiras,3.0,0.0,Corinthians,2022
4,Beira-Rio,Internacional,0.0,0.0,Avaí,2022
4,Couto Pereira,Coritiba,3.0,2.0,Fluminense,2022
4,Maracanã,Flamengo,0.0,0.0,Palmeiras,2022
4,Neo Química Arena,Corinthians,1.0,0.0,Fortaleza,2022
4,Nilton Santos (Engenhão),Botafogo,1.0,1.0,Juventude,2022
4,Arena Pantanal,Cuiabá,1.0,1.0,Atlético-GO,2022
4,Hailé Pinheiro (Serrinha),Goiás,2.0,2.0,Atlético-MG,2022
4,Independência,América-MG,1.0,0.0,Athletico-PR,2022
4,Castelão (CE),Ceará,0.0,1.0,RB Bragantino,2022
4,Morumbi,São Paulo,2.0,1.0,Santos,2022
5,Ressacada,Avaí,2.0,1.0,Coritiba,2022
5,Alfredo Jaconi,Juventude,1.0,1.0,Internacional,2022
5,Castelão (CE),Fortaleza,1.0,1.0,São Paulo,2022
5,Vila Belmiro,Santos,4.0,1.0,Cuiabá,2022
5,Nabi Abi Chedid,RB Bragantino,0.0,1.0,Corinthians,2022
5,Antônio Accioly,Atlético-GO,0.0,1.0,Goiás,2022
5,Mané Garrincha,Flamengo,0.0,1.0,Botafogo,2022
5,Ligga Arena,Athletico-PR,1.0,0.0,Ceará,2022
5,Independência,Atlético-MG,1.0,2.0,América-MG,2022
5,Allianz Parque,Palmeiras,1.0,1.0,Fluminense,2022
6,Allianz Parque,Palmeiras,2.0,0.0,RB Bragantino,2022
6,Hailé Pinheiro (Serrinha),Goiás,1.0,0.0,Santos,2022
6,Nilton Santos (Engenhão),Botafogo,3.0,1.0,Fortaleza,2022
6,Ressacada,Avaí,1.0,2.0,Juventude,2022
6,Couto Pereira,Coritiba,1.0,0.0,América-MG,2022
6,Morumbi,São Paulo,2.0,1.0,Cuiabá,2022
6,Raulino de Oliveira,Fluminense,2.0,1.0,Athletico-PR,2022
6,Beira-Rio,Internacional,2.0,2.0,Corinthians,2022
6,Independência,Atlético-MG,2.0,0.0,Atlético-GO,2022
6,Castelão (CE),Ceará,2.0,2.0,Flamengo,2022
7,Nabi Abi Chedid,RB Bragantino,1.0,1.0,Atlético-MG,2022
7,Castelão (CE),Fortaleza,0.0,1.0,Fluminense,2022
7,Neo Química Arena,Corinthians,1.0,1.0,São Paulo,2022
7,Arena Pantanal,Cuiabá,1.0,1.0,Internacional,2022
7,Independência,América-MG,1.0,1.0,Botafogo,2022
7,Alfredo Jaconi,Juventude,0.0,3.0,Palmeiras,2022
7,Arena Barueri,Santos,0.0,0.0,Ceará,2022
7,Maracanã,Flamengo,1.0,0.0,Goiás,2022
7,Antônio Accioly,Atlético-GO,2.0,0.0,Coritiba,2022
7,Ligga Arena,Athletico-PR,2.0,1.0,Avaí,2022
8,Beira-Rio,Internacional,1.0,1.0,Atlético-GO,2022
8,Mineirão,Atlético-MG,2.0,1.0,Avaí,2022
8,Neo Química Arena,Corinthians,1.0,1.0,América-MG,2022
8,Maracanã,Fluminense,1.0,2.0,Flamengo,2022
8,Arena Pantanal,Cuiabá,0.0,1.0,Athletico-PR,2022
8,Couto Pereira,Coritiba,1.0,0.0,Botafogo,2022
8,Castelão (CE),Fortaleza,1.0,1.0,Juventude,2022
8,Morumbi,São Paulo,2.0,2.0,Ceará,2022
8,Hailé Pinheiro (Serrinha),Goiás,1.0,1.0,RB Bragantino,2022
8,Vila Belmiro,Santos,0.0,1.0,Palmeiras,2022
9,Nilton Santos (Engenhão),Botafogo,1.0,2.0,Goiás,2022
9,Nabi Abi Chedid,RB Bragantino,0.0,2.0,Internacional,2022
9,Maracanã,Flamengo,1.0,2.0,Fortaleza,2022
9,Allianz Parque,Palmeiras,0.0,0.0,Atlético-MG,2022
9,Serra Dourada,Atlético-GO,0.0,1.0,Corinthians,2022
9,Castelão (CE),Ceará,1.0,1.0,Coritiba,2022
9,Ressacada,Avaí,1.0,1.0,São Paulo,2022
9,Ligga Arena,Athletico-PR,2.0,2.0,Santos,2022
9,Independência,América-MG,2.0,1.0,Cuiabá,2022
9,Alfredo Jaconi,Juventude,1.0,0.0,Fluminense,2022
10,Couto Pereira,Coritiba,1.0,1.0,São Paulo,2022
10,Allianz Parque,Palmeiras,4.0,0.0,Botafogo,2022
10,Vila Belmiro,Santos,1.0,1.0,Internacional,2022
10,Castelão (CE),Fortaleza,1.0,1.0,Goiás,2022
10,Maracanã,Fluminense,5.0,3.0,Atlético-MG,2022
10,Serra Dourada,Atlético-GO,2.0,1.0,Avaí,2022
10,Alfredo Jaconi,Juventude,1.0,3.0,Athletico-PR,2022
10,Independência,América-MG,0.0,2.0,Ceará,2022
10,Arena Pantanal,Cuiabá,1.0,0.0,Corinthians,2022
10,Nabi Abi Chedid,RB Bragantino,1.0,0.0,Flamengo,2022
11,Nilton Santos (Engenhão),Botafogo,0.0,1.0,Avaí,2022
11,Castelão (CE),Fortaleza,0.0,0.0,Athletico-PR,2022
11,Couto Pereira,Coritiba,0.0,2.0,Palmeiras,2022
11,Morumbi,São Paulo,1.0,0.0,América-MG,2022
11,Beira-Rio,Internacional,3.0,1.0,Flamengo,2022
11,Maracanã,Fluminense,0.0,2.0,Atlético-GO,2022
11,Arena Pantanal,Cuiabá,1.0,1.0,RB Bragantino,2022
11,Mineirão,Atlético-MG,1.0,1.0,Santos,2022
11,Neo Química Arena,Corinthians,2.0,0.0,Juventude,2022
11,Hailé Pinheiro (Serrinha),Goiás,1.0,1.0,Ceará,2022
12,Ligga Arena,Athletico-PR,1.0,1.0,Corinthians,2022
12,Allianz Parque,Palmeiras,4.0,2.0,Atlético-GO,2022
12,Nilton Santos (Engenhão),Botafogo,1.0,0.0,São Paulo,2022
12,Independência,América-MG,0.0,0.0,Fluminense,2022
12,Ressacada,Avaí,3.0,2.0,Fortaleza,2022
12,Maracanã,Flamengo,2.0,0.0,Cuiabá,2022
12,Nabi Abi Chedid,RB Bragantino,4.0,2.0,Coritiba,2022
12,Castelão (CE),Ceará,0.0,0.0,Atlético-MG,2022
12,Alfredo Jaconi,Juventude,1.0,2.0,Santos,2022
12,Hailé Pinheiro (Serrinha),Goiás,1.0,2.0,Internacional,2022
13,Morumbi,São Paulo,1.0,2.0,Palmeiras,2022
13,Maracanã,Fluminense,2.0,0.0,Avaí,2022
13,Beira-Rio,Internacional,2.0,3.0,Botafogo,2022
13,Castelão (CE),Fortaleza,1.0,0.0,América-MG,2022
13,Antônio Accioly,Atlético-GO,3.0,1.0,Juventude,2022
13,Couto Pereira,Coritiba,0.0,1.0,Athletico-PR,2022
13,Neo Química Arena,Corinthians,1.0,0.0,Goiás,2022
13,Mineirão,Atlético-MG,2.0,0.0,Flamengo,2022
13,Vila Belmiro,Santos,2.0,2.0,RB Bragantino,2022
13,Arena Pantanal,Cuiabá,0.0,0.0,Ceará,2022
14,Hailé Pinheiro (Serrinha),Goiás,1.0,0.0,Cuiabá,2022
14,Castelão (CE),Ceará,1.0,1.0,Atlético-GO,2022
14,Morumbi,São Paulo,0.0,0.0,Juventude,2022
14,Nilton Santos (Engenhão),Botafogo,0.0,1.0,Fluminense,2022
14,Beira-Rio,Internacional,3.0,0.0,Coritiba,2022
14,Mineirão,Atlético-MG,3.0,2.0,Fortaleza,2022
14,Maracanã,Flamengo,3.0,0.0,América-MG,2022
14,Neo Química Arena,Corinthians,0.0,0.0,Santos,2022
14,Ligga Arena,Athletico-PR,4.0,2.0,RB Bragantino,2022
14,Ressacada,Avaí,2.0,2.0,Palmeiras,2022
15,Nabi Abi Chedid,RB Bragantino,0.0,1.0,Botafogo,2022
15,Couto Pereira,Coritiba,2.0,1.0,Fortaleza,2022
15,Independência,América-MG,1.0,0.0,Goiás,2022
15,Antônio Accioly,Atlético-GO,1.0,2.0,São Paulo,2022
15,Castelão (CE),Ceará,1.0,1.0,Internacional,2022
15,Allianz Parque,Palmeiras,0.0,2.0,Athletico-PR,2022
15,Vila Belmiro,Santos,1.0,2.0,Flamengo,2022
15,Alfredo Jaconi,Juventude,1.0,2.0,Atlético-MG,2022
15,Maracanã,Fluminense,4.0,0.0,Corinthians,2022
15,Ressacada,Avaí,1.0,2.0,Cuiabá,2022
16,Beira-Rio,Internacional,1.0,0.0,América-MG,2022
16,Arena Pantanal,Cuiabá,2.0,0.0,Botafogo,2022
16,Vila Belmiro,Santos,1.0,0.0,Atlético-GO,2022
16,Castelão (CE),Fortaleza,0.0,0.0,Palmeiras,2022
16,Mineirão,Atlético-MG,0.0,0.0,São Paulo,2022
16,Neo Química Arena,Corinthians,1.0,0.0,Flamengo,2022
16,Couto Pereira,Coritiba,2.0,2.0,Juventude,2022
16,Hailé Pinheiro (Serrinha),Goiás,2.0,1.0,Athletico-PR,2022
16,Maracanã,Fluminense,2.0,1.0,Ceará,2022
16,Nabi Abi Chedid,RB Bragantino,4.0,0.0,Avaí,2022
17,Allianz Parque,Palmeiras,1.0,0.0,Cuiabá,2022
17,Nilton Santos (Engenhão),Botafogo,0.0,1.0,Atlético-MG,2022
17,Antônio Accioly,Atlético-GO,0.0,1.0,Fortaleza,2022
17,Morumbi,São Paulo,2.0,2.0,Fluminense,2022
17,Independência,América-MG,0.0,3.0,RB Bragantino,2022
17,Castelão (CE),Ceará,3.0,1.0,Corinthians,2022
17,Mané Garrincha,Flamengo,2.0,0.0,Coritiba,2022
17,Ressacada,Avaí,1.0,0.0,Santos,2022
17,Ligga Arena,Athletico-PR,0.0,0.0,Internacional,2022
17,Alfredo Jaconi,Juventude,0.0,0.0,Goiás,2022
18,Independência,América-MG,0.0,1.0,Palmeiras,2022
18,Neo Química Arena,Corinthians,3.0,1.0,Coritiba,2022
18,Vila Belmiro,Santos,2.0,0.0,Botafogo,2022
18,Beira-Rio,Internacional,3.0,3.0,São Paulo,2022
18,Arena Pantanal,Cuiabá,1.0,1.0,Atlético-MG,2022
18,Ligga Arena,Athletico-PR,4.0,1.0,Atlético-GO,2022
18,Nabi Abi Chedid,RB Bragantino,2.0,1.0,Fortaleza,2022
18,Hailé Pinheiro (Serrinha),Goiás,2.0,3.0,Fluminense,2022
18,Castelão (CE),Ceará,1.0,0.0,Avaí,2022
18,Mané Garrincha,Flamengo,4.0,0.0,Juventude,2022
19,Morumbi,São Paulo,3.0,3.0,Goiás,2022
19,Nilton Santos (Engenhão),Botafogo,2.0,0.0,Athletico-PR,2022
19,Ressacada,Avaí,1.0,2.0,Flamengo,2022
19,Allianz Parque,Palmeiras,2.0,1.0,Internacional,2022
19,Raulino de Oliveira,Fluminense,2.0,1.0,RB Bragantino,2022
19,Alfredo Jaconi,Juventude,1.0,0.0,Ceará,2022
19,Mineirão,Atlético-MG,1.0,2.0,Corinthians,2022
19,Antônio Accioly,Atlético-GO,0.0,1.0,América-MG,2022
19,Castelão (CE),Fortaleza,0.0,0.0,Santos,2022
19,Couto Pereira,Coritiba,1.0,0.0,Cuiabá,2022
20,Castelão (CE),Ceará,1.0,2.0,Palmeiras,2022
20,Neo Química Arena,Corinthians,1.0,0.0,Botafogo,2022
20,Maracanã,Flamengo,4.0,1.0,Atlético-GO,2022
20,Ligga Arena,Athletico-PR,1.0,0.0,São Paulo,2022
20,Beira-Rio,Internacional,3.0,0.0,Atlético-MG,2022
20,Arena Pantanal,Cuiabá,0.0,1.0,Fortaleza,2022
20,Independência,América-MG,3.0,1.0,Avaí,2022
20,Nabi Abi Chedid,RB Bragantino,1.0,0.0,Juventude,2022
20,Vila Belmiro,Santos,2.0,2.0,Fluminense,2022
20,Hailé Pinheiro (Serrinha),Goiás,1.0,0.0,Coritiba,2022
21,Couto Pereira,Coritiba,1.0,2.0,Santos,2022
21,Mineirão,Atlético-MG,2.0,3.0,Athletico-PR,2022
21,Castelão (CE),Fortaleza,3.0,0.0,Internacional,2022
21,Allianz Parque,Palmeiras,3.0,0.0,Goiás,2022
21,Ressacada,Avaí,1.0,1.0,Corinthians,2022
21,Morumbi,São Paulo,0.0,2.0,Flamengo,2022
21,Antônio Accioly,Atlético-GO,2.0,1.0,RB Bragantino,2022
21,Alfredo Jaconi,Juventude,0.0,1.0,América-MG,2022
21,Nilton Santos (Engenhão),Botafogo,1.0,1.0,Ceará,2022
21,Maracanã,Fluminense,1.0,0.0,Cuiabá,2022
22,Morumbi,São Paulo,3.0,0.0,RB Bragantino,2022
22,Beira-Rio,Internacional,3.0,0.0,Fluminense,2022
22,Independência,América-MG,1.0,0.0,Santos,2022
22,Maracanã,Flamengo,5.0,0.0,Athletico-PR,2022
22,Nilton Santos (Engenhão),Botafogo,0.0,0.0,Atlético-GO,2022
22,Couto Pereira,Coritiba,0.0,1.0,Atlético-MG,2022
22,Hailé Pinheiro (Serrinha),Goiás,1.0,1.0,Avaí,2022
22,Arena Pantanal,Cuiabá,1.0,0.0,Juventude,2022
22,Neo Química Arena,Corinthians,0.0,1.0,Palmeiras,2022
22,Castelão (CE),Ceará,0.0,1.0,Fortaleza,2022
23,Ressacada,Avaí,0.0,1.0,Internacional,2022
23,Vila Belmiro,Santos,1.0,0.0,São Paulo,2022
23,Nabi Abi Chedid,RB Bragantino,1.0,1.0,Ceará,2022
23,Castelão (CE),Fortaleza,1.0,0.0,Corinthians,2022
23,Ligga Arena,Athletico-PR,1.0,1.0,América-MG,2022
23,Allianz Parque,Palmeiras,1.0,1.0,Flamengo,2022
23,Alfredo Jaconi,Juventude,2.0,2.0,Botafogo,2022
23,Maracanã,Fluminense,5.0,2.0,Coritiba,2022
23,Mineirão,Atlético-MG,0.0,1.0,Goiás,2022
23,Antônio Accioly,Atlético-GO,1.0,1.0,Cuiabá,2022
24,Neo Química Arena,Corinthians,1.0,0.0,RB Bragantino,2022
24,Nilton Santos (Engenhão),Botafogo,0.0,1.0,Flamengo,2022
24,Arena Pantanal,Cuiabá,0.0,0.0,Santos,2022
24,Independência,América-MG,1.0,1.0,Atlético-MG,2022
24,Beira-Rio,Internacional,4.0,0.0,Juventude,2022
24,Castelão (CE),Ceará,0.0,0.0,Athletico-PR,2022
24,Maracanã,Fluminense,1.0,1.0,Palmeiras,2022
24,Hailé Pinheiro (Serrinha),Goiás,2.0,1.0,Atlético-GO,2022
24,Couto Pereira,Coritiba,1.0,0.0,Avaí,2022
24,Morumbi,São Paulo,0.0,1.0,Fortaleza,2022
25,Vila Belmiro,Santos,1.0,2.0,Goiás,2022
25,Arena Pantanal,Cuiabá,1.0,1.0,São Paulo,2022
25,Antônio Accioly,Atlético-GO,0.0,2.0,Atlético-MG,2022
25,Castelão (CE),Fortaleza,1.0,3.0,Botafogo,2022
25,Neo Química Arena,Corinthians,2.0,2.0,Internacional,2022
25,Maracanã,Flamengo,1.0,1.0,Ceará,2022
25,Independência,América-MG,2.0,0.0,Coritiba,2022
25,Nabi Abi Chedid,RB Bragantino,2.0,2.0,Palmeiras,2022
25,Ligga Arena,Athletico-PR,1.0,0.0,Fluminense,2022
25,Alfredo Jaconi,Juventude,1.0,1.0,Avaí,2022
26,Hailé Pinheiro (Serrinha),Goiás,1.0,1.0,Flamengo,2022
26,Morumbi,São Paulo,1.0,1.0,Corinthians,2022
26,Couto Pereira,Coritiba,2.0,0.0,Atlético-GO,2022
26,Nilton Santos (Engenhão),Botafogo,0.0,0.0,América-MG,2022
26,Mineirão,Atlético-MG,1.0,1.0,RB Bragantino,2022
26,Allianz Parque,Palmeiras,2.0,1.0,Juventude,2022
26,Maracanã,Fluminense,2.0,1.0,Fortaleza,2022
26,Beira-Rio,Internacional,1.0,0.0,Cuiabá,2022
26,Castelão (CE),Ceará,2.0,1.0,Santos,2022
26,Ressacada,Avaí,1.0,1.0,Athletico-PR,2022
27,Allianz Parque,Palmeiras,1.0,0.0,Santos,2022
27,Antônio Accioly,Atlético-GO,1.0,2.0,Internacional,2022
27,Ligga Arena,Athletico-PR,2.0,2.0,Cuiabá,2022
27,Alfredo Jaconi,Juventude,1.0,1.0,Fortaleza,2022
27,Ressacada,Avaí,1.0,0.0,Atlético-MG,2022
27,Maracanã,Flamengo,1.0,2.0,Fluminense,2022
27,Castelão (CE),Ceará,0.0,2.0,São Paulo,2022
27,Nabi Abi Chedid,RB Bragantino,1.0,1.0,Goiás,2022
27,Nilton Santos (Engenhão),Botafogo,2.0,0.0,Coritiba,2022
27,Independência,América-MG,1.0,0.0,Corinthians,2022
28,Beira-Rio,Internacional,0.0,0.0,RB Bragantino,2022
28,Hailé Pinheiro (Serrinha),Goiás,0.0,1.0,Botafogo,2022
28,Mineirão,Atlético-MG,0.0,1.0,Palmeiras,2022
28,Arena Pantanal,Cuiabá,2.0,1.0,América-MG,2022
28,Castelão (CE),Fortaleza,3.0,2.0,Flamengo,2022
28,Neo Química Arena,Corinthians,2.0,1.0,Atlético-GO,2022
28,Maracanã,Fluminense,4.0,0.0,Juventude,2022
28,Vila Belmiro,Santos,2.0,0.0,Athletico-PR,2022
28,Morumbi,São Paulo,4.0,0.0,Avaí,2022
28,Couto Pereira,Coritiba,1.0,0.0,Ceará,2022
29,Morumbi,São Paulo,3.0,1.0,Coritiba,2022
29,Nilton Santos (Engenhão),Botafogo,1.0,3.0,Palmeiras,2022
29,Neo Química Arena,Corinthians,2.0,0.0,Cuiabá,2022
29,Hailé Pinheiro (Serrinha),Goiás,0.0,1.0,Fortaleza,2022
29,Maracanã,Flamengo,4.0,1.0,RB Bragantino,2022
29,Ligga Arena,Athletico-PR,2.0,0.0,Juventude,2022
29,Beira-Rio,Internacional,1.0,0.0,Santos,2022
29,Castelão (CE),Ceará,1.0,2.0,América-MG,2022
29,Mineirão,Atlético-MG,2.0,0.0,Fluminense,2022
29,Ressacada,Avaí,1.0,2.0,Atlético-GO,2022
30,Independência,América-MG,1.0,2.0,São Paulo,2022
30,Ressacada,Avaí,1.0,2.0,Botafogo,2022
30,Allianz Parque,Palmeiras,4.0,0.0,Coritiba,2022
30,Maracanã,Flamengo,0.0,0.0,Internacional,2022
